"full_id","comm_fkt","dist_wt","distance_rank","lat","lon","num_buildings"
"w1305242285","AMBOHINIHAONANA_LAVAKIANJA",1903.59953161593,2,-21.2835582785108,47.8917484465512,6
"w1305242279","AMBOHINIHAONANA_LAVAKIANJA",1916.24746291959,3,-21.2830894767395,47.8929948915035,12
"w1305242269","AMBOHINIHAONANA_LAVAKIANJA",1950.51600312256,4,-21.2808080296543,47.8925032871071,30
"w1305242160","AMBOHINIHAONANA_LAVAKIANJA",2023.32474629196,5,-21.285005510436,47.8843170585101,23
"w1307678957","AMBOHINIHAONANA_MAROMANDIA OUEST",2915.28643639427,1,-21.1351018630728,47.8616213288289,40
"w1307678946","AMBOHINIHAONANA_MAROMANDIA OUEST",2916.85425442291,2,-21.1371038671392,47.8631804179929,13
"w1307653764","AMBOHINIHAONANA_MAROMANDIA OUEST",2929.49873631003,3,-21.1454338276982,47.8558007173336,10
"w1307678980","AMBOHINIHAONANA_MAROMANDIA OUEST",2932.24262847515,4,-21.1349190964863,47.856873108526,17
"w1307678934","AMBOHINIHAONANA_MAROMANDIA OUEST",2968.48778433024,5,-21.1358022573861,47.8592942590555,5
"w1319597686","AMBOHITSARA EST_AMBODIPAISO",1674.28616600791,1,-20.8285482969882,48.3984282256937,7
"w1319597915","AMBOHITSARA EST_AMBODIPAISO",1677.65612648221,2,-20.8292648267633,48.3988061215146,7
"w1319597896","AMBOHITSARA EST_AMBODIPAISO",1681.73280632411,3,-20.8293793045218,48.3999920223479,5
"w1319597942","AMBOHITSARA EST_AMBODIPAISO",1710.77944664032,4,-20.826630788787,48.3989733991656,15
"w762363405","AMBOHITSARA EST_AMBODIPAISO",1713.10276679842,5,-20.8287080355159,48.4034677577915,17
"w173668025","AMBOHITSARA EST_AMBOHITSARA EST",1928.51525090194,1,-20.8686216538637,48.4634197656104,1832
"w1356848800","AMBOHITSARA EST_AMBOHITSARA EST",2491.4473597901,2,-20.8670710121296,48.4579354802608,8
"w1320683373","AMBOHITSARA EST_AMBOHITSARA EST",2498.45195145949,3,-20.8661765911192,48.4572462824744,13
"w1320683156","AMBOHITSARA EST_AMBOHITSARA EST",2562.55329616268,4,-20.8657222686871,48.4562700940367,7
"w1320683154","AMBOHITSARA EST_AMBOHITSARA EST",2598.50180387012,5,-20.8653849117169,48.4551276298079,18
"w762363397","AMBOHITSARA EST_AMPAHATANY",1362.68224299065,1,-20.872155006214,48.4393789197774,176
"w1320098161","AMBOHITSARA EST_AMPAHATANY",1538.77757009346,2,-20.8734336203647,48.4387932110389,17
"w1320683221","AMBOHITSARA EST_AMPAHATANY",1605.68785046729,3,-20.8736016266724,48.4502710700121,10
"w1320683226","AMBOHITSARA EST_AMPAHATANY",1688.04859813084,4,-20.872551961585,48.4517714839662,7
"w1320098268","AMBOHITSARA EST_AMPAHATANY",1745.74579439252,5,-20.8726290724245,48.4351589108458,5
"w762363396","AMBOHITSARA EST_AMPATAKANA",2068.20526315789,1,-20.8957506368088,48.4368288335735,87
"w1321771232","AMBOHITSARA EST_AMPATAKANA",2136.94561403509,2,-20.8918109602102,48.4370716291588,16
"w1321771208","AMBOHITSARA EST_AMPATAKANA",2145.05789473684,3,-20.8874951112962,48.4368416041717,10
"w1321771226","AMBOHITSARA EST_AMPATAKANA",2147.95614035088,4,-20.8886429556112,48.4383171726637,9
